"customer_id","customer_name","segment","country","city","state","region"
"MD-17350","Maribeth Dona","Consumer","United States","Columbus","Ohio","East"
"MY-17380","Maribeth Yedwab","Corporate","United States","New York City","New York","East"
"AB-10150","Aimee Bixby","Consumer","United States","Carrollton","Texas","Central"
"GB-14530","George Bell","Corporate","United States","Dover","Delaware","East"
"CA-12775","Cynthia Arntzen","Consumer","United States","Smyrna","Tennessee","South"
"ME-17725","Max Engle","Consumer","United States","Newark","Delaware","East"
"ML-17395","Marina Lichtenstein","Corporate","United States","Los Angeles","California","West"
"YS-21880","Yana Sorensen","Corporate","United States","Oakland","California","West"
"PL-18925","Paul Lucas","Home Office","United States","Philadelphia","Pennsylvania","East"
"JK-16120","Julie Kriz","Home Office","United States","Eagan","Minnesota","Central"
"JC-15385","Jenna Caffey","Consumer","United States","Kent","Washington","West"
"JG-15160","James Galang","Consumer","United States","Los Angeles","California","West"
"PO-19180","Philisse Overcash","Home Office","United States","New York City","New York","East"
"MC-17275","Marc Crier","Consumer","United States","Lafayette","Louisiana","South"
"AS-10240","Alan Shonely","Consumer","United States","Cleveland","Ohio","East"
"CL-12565","Clay Ludtke","Consumer","United States","Cleveland","Ohio","East"
"NW-18400","Natalie Webber","Consumer","United States","Tigard","Oregon","West"
"TB-21280","Toby Braunhardt","Consumer","United States","Washington","District of Columbia","East"
"BS-11380","Bill Stewart","Corporate","United States","Skokie","Illinois","Central"
"FH-14365","Fred Hopkins","Corporate","United States","Seattle","Washington","West"
"VM-21685","Valerie Mitchum","Home Office","United States","Philadelphia","Pennsylvania","East"
"SF-20200","Sarah Foster","Consumer","United States","Philadelphia","Pennsylvania","East"
"HH-15010","Hilary Holden","Corporate","United States","San Francisco","California","West"
"CD-12280","Christina DeMoss","Consumer","United States","Seattle","Washington","West"
"HL-15040","Hunter Lopez","Consumer","United States","Milwaukee","Wisconsin","Central"
"TH-21100","Thea Hendricks","Consumer","United States","Los Angeles","California","West"
"MM-18055","Michelle Moray","Consumer","United States","Seattle","Washington","West"
"QJ-19255","Quincy Jones","Corporate","United States","Philadelphia","Pennsylvania","East"
"NS-18505","Neola Schneider","Consumer","United States","Dallas","Texas","Central"
"MM-17920","Michael Moore","Consumer","United States","New York City","New York","East"
"RD-19480","Rick Duston","Consumer","United States","Houston","Texas","Central"
"RB-19645","Robert Barroso","Corporate","United States","North Las Vegas","Nevada","West"
"RD-19585","Rob Dowd","Consumer","United States","Plano","Texas","Central"
"SW-20455","Shaun Weien","Consumer","United States","Suffolk","Virginia","South"
"SF-20965","Sylvia Foulston","Corporate","United States","Houston","Texas","Central"
"EB-13930","Eric Barreto","Consumer","United States","San Francisco","California","West"
"SB-20290","Sean Braxton","Corporate","United States","Philadelphia","Pennsylvania","East"
"PS-18760","Pamela Stobb","Consumer","United States","Los Angeles","California","West"
"CB-12535","Claudia Bergmann","Corporate","United States","San Francisco","California","West"
"DK-12835","Damala Kotsonis","Corporate","United States","Philadelphia","Pennsylvania","East"
"AW-10840","Anthony Witt","Consumer","United States","Philadelphia","Pennsylvania","East"
"TS-21610","Troy Staebel","Consumer","United States","Philadelphia","Pennsylvania","East"
"HF-14995","Herbert Flentye","Consumer","United States","Indianapolis","Indiana","Central"
"HZ-14950","Henia Zydlo","Consumer","United States","Columbus","Ohio","East"
"AB-10255","Alejandro Ballentine","Home Office","United States","Plano","Texas","Central"
"PO-19195","Phillina Ober","Home Office","United States","Bayonne","New Jersey","East"
"AG-10900","Arthur Gainer","Consumer","United States","Los Angeles","California","West"
"SC-20725","Steven Cartwright","Consumer","United States","Seattle","Washington","West"
"ND-18370","Natalie DeCherney","Consumer","United States","New York City","New York","East"
"CD-12790","Cynthia Delaney","Home Office","United States","San Diego","California","West"
"PG-18820","Patrick Gardner","Consumer","United States","Glendale","Arizona","West"
"IM-15070","Irene Maddox","Consumer","United States","Philadelphia","Pennsylvania","East"
"JK-15205","Jamie Kunitz","Consumer","United States","San Francisco","California","West"
"JP-15520","Jeremy Pistek","Consumer","United States","Houston","Texas","Central"
"MM-18055","Michelle Moray","Consumer","United States","Chicago","Illinois","Central"
"DC-13285","Debra Catini","Consumer","United States","San Francisco","California","West"
"JL-15835","John Lee","Consumer","United States","New York City","New York","East"
"BN-11515","Bradley Nguyen","Consumer","United States","New York City","New York","East"
"KD-16345","Katherine Ducich","Consumer","United States","Chicago","Illinois","Central"
"JK-15370","Jay Kimmel","Consumer","United States","Philadelphia","Pennsylvania","East"
"FM-14215","Filia McAdams","Corporate","United States","Dublin","Ohio","East"
"CA-12265","Christina Anderson","Consumer","United States","Springfield","Virginia","South"
"KD-16495","Keith Dawkins","Corporate","United States","Fayetteville","North Carolina","South"
"LH-17155","Logan Haushalter","Consumer","United States","Dallas","Texas","Central"
"AG-10675","Anna Gayman","Consumer","United States","Jacksonville","North Carolina","South"
"DB-13120","David Bremer","Corporate","United States","San Francisco","California","West"
"ED-13885","Emily Ducich","Home Office","United States","San Diego","California","West"
"MC-18100","Mick Crebagga","Consumer","United States","Philadelphia","Pennsylvania","East"
"BM-11785","Bryan Mills","Consumer","United States","Rochester","New York","East"
"EM-14065","Erin Mull","Consumer","United States","Jacksonville","North Carolina","South"
"DA-13450","Dianna Arnett","Home Office","United States","Houston","Texas","Central"
"MO-17800","Meg O'Connel","Home Office","United States","San Antonio","Texas","Central"
"JW-15955","Joni Wasserman","Consumer","United States","Oakland","California","West"
"TT-21460","Tonja Turnell","Home Office","United States","Fort Worth","Texas","Central"
"SL-20155","Sara Luxemburg","Home Office","United States","Houston","Texas","Central"
"RM-19375","Raymond Messe","Consumer","United States","Houston","Texas","Central"
"MB-18085","Mick Brown","Consumer","United States","Philadelphia","Pennsylvania","East"
"AG-10900","Arthur Gainer","Consumer","United States","San Diego","California","West"
"ML-17755","Max Ludwig","Home Office","United States","Suffolk","Virginia","South"
"CC-12685","Craig Carroll","Consumer","United States","Greensboro","North Carolina","South"
"SC-20770","Stewart Carmichael","Corporate","United States","Dallas","Texas","Central"
"GG-14650","Greg Guthrie","Corporate","United States","Chicago","Illinois","Central"
"MY-18295","Muhammed Yedwab","Corporate","United States","Baltimore","Maryland","East"
"DP-13000","Darren Powers","Consumer","United States","Los Angeles","California","West"
"BD-11770","Bryan Davis","Consumer","United States","New York City","New York","East"
"CB-12535","Claudia Bergmann","Corporate","United States","Franklin","Massachusetts","East"
"JE-15610","Jim Epp","Corporate","United States","Milwaukee","Wisconsin","Central"
"RP-19855","Roy Phan","Corporate","United States","Kenosha","Wisconsin","Central"
"RA-19915","Russell Applegate","Consumer","United States","New York City","New York","East"
"RP-19390","Resi Pölking","Consumer","United States","Madison","Wisconsin","Central"
"TB-21175","Thomas Boland","Corporate","United States","Houston","Texas","Central"
"BE-11455","Brad Eason","Home Office","United States","Olathe","Kansas","Central"
"MR-17545","Mathew Reese","Home Office","United States","New York City","New York","East"
"RM-19375","Raymond Messe","Consumer","United States","San Jose","California","West"
"JF-15565","Jill Fjeld","Consumer","United States","Dallas","Texas","Central"
"AS-10135","Adrian Shami","Home Office","United States","Auburn","Washington","West"
"JA-15970","Joseph Airdo","Consumer","United States","Philadelphia","Pennsylvania","East"
"GK-14620","Grace Kelly","Corporate","United States","Los Angeles","California","West"
"PB-19210","Phillip Breyer","Corporate","United States","Tulsa","Oklahoma","Central"
"HK-14890","Heather Kirkland","Corporate","United States","Chicago","Illinois","Central"
"FO-14305","Frank Olsen","Consumer","United States","Harrisonburg","Virginia","South"
"BT-11680","Brian Thompson","Consumer","United States","Newark","Ohio","East"
"SP-20620","Stefania Perrino","Corporate","United States","Los Angeles","California","West"
"LL-16840","Lauren Leatherbury","Consumer","United States","Seattle","Washington","West"
"MC-17575","Matt Collins","Consumer","United States","Los Angeles","California","West"
"JL-15235","Janet Lee","Consumer","United States","Chicago","Illinois","Central"
"EA-14035","Erin Ashbrook","Corporate","United States","Chicago","Illinois","Central"
"SA-20830","Sue Ann Reed","Consumer","United States","Redmond","Oregon","West"
"CH-12070","Cathy Hwang","Home Office","United States","Raleigh","North Carolina","South"
"ND-18460","Neil Ducich","Corporate","United States","Macon","Georgia","South"
"BS-11755","Bruce Stewart","Consumer","United States","Cleveland","Ohio","East"
"SL-20155","Sara Luxemburg","Home Office","United States","Muskogee","Oklahoma","Central"
"GB-14530","George Bell","Corporate","United States","Monroe","North Carolina","South"
"AS-10045","Aaron Smayling","Corporate","United States","Austin","Texas","Central"
"RM-19375","Raymond Messe","Consumer","United States","Meriden","Connecticut","East"
"NH-18610","Nicole Hansen","Corporate","United States","Roswell","Georgia","South"
"BF-10975","Barbara Fisher","Corporate","United States","Charlotte","North Carolina","South"
"KH-16330","Katharine Harms","Corporate","United States","Bowling Green","Kentucky","South"
"FA-14230","Frank Atkinson","Corporate","United States","San Antonio","Texas","Central"
"GW-14605","Giulietta Weimer","Consumer","United States","Seattle","Washington","West"
"DA-13450","Dianna Arnett","Home Office","United States","Washington","District of Columbia","East"
"FH-14275","Frank Hawley","Corporate","United States","Los Angeles","California","West"
"RK-19300","Ralph Kennedy","Consumer","United States","South Bend","Indiana","Central"
"FM-14215","Filia McAdams","Corporate","United States","Los Angeles","California","West"
"AC-10420","Alyssa Crouse","Corporate","United States","Houston","Texas","Central"
"JB-15400","Jennifer Braxton","Corporate","United States","Bristol","Connecticut","East"
"GM-14440","Gary McGarr","Consumer","United States","New York City","New York","East"
"RF-19840","Roy Französisch","Consumer","United States","San Antonio","Texas","Central"
"NC-18625","Noah Childs","Corporate","United States","Aurora","Colorado","West"
"NG-18355","Nat Gilpin","Corporate","United States","Newark","Ohio","East"
"AH-10075","Adam Hart","Corporate","United States","Henderson","Nevada","West"
"CH-12070","Cathy Hwang","Home Office","United States","Philadelphia","Pennsylvania","East"
"CC-12145","Charles Crestani","Consumer","United States","Seattle","Washington","West"
"ME-18010","Michelle Ellison","Corporate","United States","San Francisco","California","West"
"BP-11230","Benjamin Patterson","Consumer","United States","Spokane","Washington","West"
"MP-17470","Mark Packer","Home Office","United States","Columbus","Ohio","East"
"CJ-12010","Caroline Jumper","Consumer","United States","Long Beach","New York","East"
"JC-15775","John Castell","Consumer","United States","San Antonio","Texas","Central"
"CK-12760","Cyma Kinney","Corporate","United States","Jacksonville","Florida","South"
"LF-17185","Luke Foster","Consumer","United States","New York City","New York","East"
"CC-12430","Chuck Clark","Home Office","United States","Philadelphia","Pennsylvania","East"
"DL-12865","Dan Lawera","Consumer","United States","Keller","Texas","Central"
"PG-18895","Paul Gonzalez","Consumer","United States","San Francisco","California","West"
"EH-14005","Erica Hernandez","Home Office","United States","Hialeah","Florida","South"
"TB-21520","Tracy Blumstein","Consumer","United States","Fairfield","Ohio","East"
"DK-13225","Dean Katz","Corporate","United States","Huntington Beach","California","West"
"JP-15520","Jeremy Pistek","Consumer","United States","Port Orange","Florida","South"
"CD-11980","Carol Darley","Consumer","United States","Medford","Oregon","West"
"AS-10090","Adam Shillingsburg","Consumer","United States","Charlottesville","Virginia","South"
"JO-15280","Jas O'Carroll","Consumer","United States","Missoula","Montana","West"
"AC-10450","Amy Cox","Consumer","United States","Minneapolis","Minnesota","Central"
"RA-19945","Ryan Akin","Consumer","United States","Miami","Florida","South"
"Co-12640","Corey-Lock","Consumer","United States","Florence","South Carolina","South"
"DW-13480","Dianna Wilson","Home Office","United States","Detroit","Michigan","Central"
"DK-12835","Damala Kotsonis","Corporate","United States","Springfield","Oregon","West"
"MD-17860","Michael Dominguez","Corporate","United States","Indianapolis","Indiana","Central"
"RP-19855","Roy Phan","Corporate","United States","Apopka","Florida","South"
"RW-19540","Rick Wilson","Corporate","United States","Los Angeles","California","West"
"DB-13660","Duane Benoit","Consumer","United States","Oceanside","New York","East"
"SC-20770","Stewart Carmichael","Corporate","United States","Los Angeles","California","West"
"FH-14275","Frank Hawley","Corporate","United States","Houston","Texas","Central"
"EH-13990","Erica Hackney","Consumer","United States","Roswell","Georgia","South"
"AS-10630","Ann Steele","Home Office","United States","Boynton Beach","Florida","South"
"HA-14905","Helen Abelman","Consumer","United States","Franklin","Massachusetts","East"
"CH-12070","Cathy Hwang","Home Office","United States","Detroit","Michigan","Central"
"EH-13765","Edward Hooks","Corporate","United States","Watertown","New York","East"
"MZ-17515","Mary Zewe","Corporate","United States","Reading","Pennsylvania","East"
"SC-20230","Scot Coram","Corporate","United States","Arlington","Texas","Central"
"GM-14680","Greg Matthias","Consumer","United States","Los Angeles","California","West"
"RH-19495","Rick Hansen","Consumer","United States","Denver","Colorado","West"
"VM-21685","Valerie Mitchum","Home Office","United States","Seattle","Washington","West"
"CC-12670","Craig Carreira","Consumer","United States","Scottsdale","Arizona","West"
"SV-20365","Seth Vernon","Consumer","United States","Lafayette","Louisiana","South"
"NP-18685","Nora Pelletier","Home Office","United States","San Francisco","California","West"
"JE-15715","Joe Elijah","Consumer","United States","Broomfield","Colorado","West"
"CP-12085","Cathy Prescott","Corporate","United States","Quincy","Illinois","Central"
"EA-14035","Erin Ashbrook","Corporate","United States","Carrollton","Texas","Central"
"AC-10615","Ann Chong","Corporate","United States","New York City","New York","East"
"RW-19690","Robert Waldorf","Consumer","United States","Springfield","Missouri","Central"
"DB-13210","Dean Braden","Consumer","United States","Paterson","New Jersey","East"
"BD-11320","Bill Donatelli","Consumer","United States","Tulsa","Oklahoma","Central"
"ML-17755","Max Ludwig","Home Office","United States","Chicago","Illinois","Central"
"JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","Central"
"AS-10225","Alan Schoenberger","Corporate","United States","Montgomery","Alabama","South"
"AA-10375","Allen Armold","Consumer","United States","Salem","Oregon","West"
"KT-16465","Kean Takahito","Consumer","United States","Glendale","Arizona","West"
"MM-18280","Muhammed MacIntyre","Corporate","United States","Columbus","Georgia","South"
"NG-18430","Nathan Gelder","Consumer","United States","Oklahoma City","Oklahoma","Central"
"LW-16825","Laurel Workman","Corporate","United States","Brentwood","California","West"
"CB-12415","Christy Brittain","Consumer","United States","Columbus","Ohio","East"
"AS-10090","Adam Shillingsburg","Consumer","United States","Springfield","Missouri","Central"
"CB-12415","Christy Brittain","Consumer","United States","Philadelphia","Pennsylvania","East"
"ML-17755","Max Ludwig","Home Office","United States","Springfield","Oregon","West"
"JS-16030","Joy Smith","Consumer","United States","Houston","Texas","Central"
"ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","South"
"LW-17215","Luke Weiss","Consumer","United States","Pasadena","California","West"
"JW-15955","Joni Wasserman","Consumer","United States","Louisville","Kentucky","South"
"SC-20050","Sample Company A","Home Office","United States","Lubbock","Texas","Central"
"RW-19630","Rob Williams","Corporate","United States","Columbia","Missouri","Central"
"CM-12190","Charlotte Melton","Consumer","United States","Chicago","Illinois","Central"
"JF-15190","Jamie Frazer","Consumer","United States","Johnson City","Tennessee","South"
"SC-20800","Stuart Calhoun","Consumer","United States","Houston","Texas","Central"
"AM-10705","Anne McFarland","Consumer","United States","Auburn","Alabama","South"
"BK-11260","Berenike Kampe","Consumer","United States","San Bernardino","California","West"
"RH-19510","Rick Huthwaite","Home Office","United States","Providence","Rhode Island","East"
"GM-14500","Gene McClure","Consumer","United States","Fresno","California","West"
"MC-17275","Marc Crier","Consumer","United States","Seattle","Washington","West"
"VM-21685","Valerie Mitchum","Home Office","United States","Lancaster","California","West"
"GP-14740","Guy Phonely","Corporate","United States","Leominster","Massachusetts","East"
"GB-14530","George Bell","Corporate","United States","Fort Worth","Texas","Central"
"CT-11995","Carol Triggs","Consumer","United States","Rochester","Minnesota","Central"
"CW-11905","Carl Weiss","Home Office","United States","Bozeman","Montana","West"
"SN-20560","Skye Norling","Home Office","United States","Peoria","Arizona","West"
"EB-13705","Ed Braxton","Corporate","United States","San Diego","California","West"
"JW-15220","Jane Waco","Corporate","United States","Lakewood","Ohio","East"
"KB-16585","Ken Black","Corporate","United States","Houston","Texas","Central"
"MC-17590","Matt Collister","Corporate","United States","Perth Amboy","New Jersey","East"
"CK-12595","Clytie Kelty","Consumer","United States","Philadelphia","Pennsylvania","East"
"RD-19480","Rick Duston","Consumer","United States","Richmond","Indiana","Central"
"TP-21130","Theone Pippenger","Consumer","United States","Detroit","Michigan","Central"
"GG-14650","Greg Guthrie","Corporate","United States","Los Angeles","California","West"
"ZC-21910","Zuschuss Carroll","Consumer","United States","Pomona","California","West"
"CC-12610","Corey Catlett","Corporate","United States","Philadelphia","Pennsylvania","East"
"KA-16525","Kelly Andreada","Consumer","United States","Ontario","California","West"
"TC-20980","Tamara Chand","Corporate","United States","Seattle","Washington","West"
"DB-13270","Deborah Brumfield","Home Office","United States","Brentwood","California","West"
"TR-21325","Toby Ritter","Consumer","United States","San Francisco","California","West"
"BF-11080","Bart Folk","Consumer","United States","Baltimore","Maryland","East"
"MS-17365","Maribeth Schnelling","Consumer","United States","Phoenix","Arizona","West"
"CK-12595","Clytie Kelty","Consumer","United States","Los Angeles","California","West"
"ED-13885","Emily Ducich","Home Office","United States","Houston","Texas","Central"
"IM-15070","Irene Maddox","Consumer","United States","New York City","New York","East"
"MY-17380","Maribeth Yedwab","Corporate","United States","Rancho Cucamonga","California","West"
"MM-17260","Magdelene Morse","Consumer","United States","Wilmington","Delaware","East"
"MP-17470","Mark Packer","Home Office","United States","Moorhead","Minnesota","Central"
"AW-10840","Anthony Witt","Consumer","United States","Farmington","New Mexico","West"
"SF-20065","Sandra Flanagan","Consumer","United States","Wilmington","North Carolina","South"
"SN-20710","Steve Nguyen","Home Office","United States","Jackson","Mississippi","South"
"RD-19900","Ruben Dartt","Consumer","United States","Portland","Oregon","West"
"KT-16480","Kean Thornton","Consumer","United States","Denver","Colorado","West"
"AH-10120","Adrian Hane","Home Office","United States","Tucson","Arizona","West"
"BW-11200","Ben Wallace","Consumer","United States","Boynton Beach","Florida","South"
"HG-14965","Henry Goldwyn","Corporate","United States","Mesquite","Texas","Central"
"SG-20080","Sandra Glassco","Consumer","United States","Redlands","California","West"
"RK-19300","Ralph Kennedy","Consumer","United States","Rochester","New York","East"
"SW-20245","Scot Wooten","Consumer","United States","Stockton","California","West"
"RW-19630","Rob Williams","Corporate","United States","Seattle","Washington","West"
"TS-21085","Thais Sissman","Consumer","United States","Ormond Beach","Florida","South"
"JB-15400","Jennifer Braxton","Corporate","United States","Sunnyvale","California","West"
"EH-14005","Erica Hernandez","Home Office","United States","Lansing","Michigan","Central"
"EH-14005","Erica Hernandez","Home Office","United States","Philadelphia","Pennsylvania","East"
"BS-11665","Brian Stugart","Consumer","United States","Philadelphia","Pennsylvania","East"
"JK-16120","Julie Kriz","Home Office","United States","Philadelphia","Pennsylvania","East"
"RF-19345","Randy Ferguson","Corporate","United States","Dover","New Hampshire","East"
"WB-21850","William Brown","Consumer","United States","Philadelphia","Pennsylvania","East"
"TB-21625","Trudy Brown","Consumer","United States","Grand Prairie","Texas","Central"
"CB-12415","Christy Brittain","Consumer","United States","New York City","New York","East"
"GT-14635","Grant Thornton","Corporate","United States","Long Beach","New York","East"
"TS-21160","Theresa Swint","Corporate","United States","York","Pennsylvania","East"
"WB-21850","William Brown","Consumer","United States","Concord","California","West"
"DO-13435","Denny Ordway","Consumer","United States","New York City","New York","East"
"AF-10870","Art Ferguson","Consumer","United States","College Station","Texas","Central"
"RB-19435","Richard Bierner","Consumer","United States","Saint Louis","Missouri","Central"
"AR-10540","Andy Reiter","Consumer","United States","Quincy","Massachusetts","East"
"DR-12880","Dan Reichenbach","Corporate","United States","New York City","New York","East"
"BF-11170","Ben Ferrer","Home Office","United States","Dallas","Texas","Central"
"LB-16735","Larry Blacks","Consumer","United States","Los Angeles","California","West"
"DV-13465","Dianna Vittorini","Consumer","United States","Minneapolis","Minnesota","Central"
"NK-18490","Neil Knudson","Home Office","United States","Deltona","Florida","South"
"LH-17155","Logan Haushalter","Consumer","United States","Cincinnati","Ohio","East"
"DW-13480","Dianna Wilson","Home Office","United States","Oakland","California","West"
"KF-16285","Karen Ferguson","Home Office","United States","Manteca","California","West"
"HA-14920","Helen Andreada","Consumer","United States","Laredo","Texas","Central"
"JH-15820","John Huston","Consumer","United States","Kent","Ohio","East"
"LC-16930","Linda Cazamias","Corporate","United States","San Angelo","Texas","Central"
"IL-15100","Ivan Liston","Consumer","United States","San Francisco","California","West"
"LS-16975","Lindsay Shagiari","Home Office","United States","Houston","Texas","Central"
"CC-12610","Corey Catlett","Corporate","United States","Houston","Texas","Central"
"PB-18805","Patrick Bzostek","Home Office","United States","Salt Lake City","Utah","West"
"CJ-12010","Caroline Jumper","Consumer","United States","New York City","New York","East"
"HK-14890","Heather Kirkland","Corporate","United States","Salinas","California","West"
"RH-19600","Rob Haberlin","Consumer","United States","Huntsville","Alabama","South"
"IL-15100","Ivan Liston","Consumer","United States","Columbus","Indiana","Central"
"AS-10240","Alan Shonely","Consumer","United States","Los Angeles","California","West"
"AP-10915","Arthur Prichep","Consumer","United States","Seattle","Washington","West"
"AG-10390","Allen Goldenen","Consumer","United States","Knoxville","Tennessee","South"
"BF-11080","Bart Folk","Consumer","United States","Montgomery","Alabama","South"
"LT-17110","Liz Thompson","Consumer","United States","Little Rock","Arkansas","South"
"BT-11305","Beth Thompson","Home Office","United States","Seattle","Washington","West"
"SC-20725","Steven Cartwright","Consumer","United States","Lancaster","Pennsylvania","East"
"CG-12040","Catherine Glotzbach","Home Office","United States","Bristol","Tennessee","South"
"AW-10930","Arthur Wiediger","Home Office","United States","Aurora","Illinois","Central"
"RB-19705","Roger Barcio","Home Office","United States","New York City","New York","East"
"ML-17410","Maris LaWare","Consumer","United States","Fairfield","Connecticut","East"
"VB-21745","Victoria Brennan","Corporate","United States","Lincoln Park","Michigan","Central"
"SW-20275","Scott Williamson","Consumer","United States","New York City","New York","East"
"NS-18505","Neola Schneider","Consumer","United States","San Jose","California","West"
"DB-13555","Dorothy Badders","Corporate","United States","Jacksonville","Florida","South"
"MH-17620","Matt Hagelstein","Corporate","United States","San Francisco","California","West"
"DK-13375","Dennis Kane","Consumer","United States","Marion","Ohio","East"
"EA-14035","Erin Ashbrook","Corporate","United States","Philadelphia","Pennsylvania","East"
"BT-11440","Bobby Trafton","Consumer","United States","Littleton","Colorado","West"
"LA-16780","Laura Armstrong","Corporate","United States","Austin","Texas","Central"
"GM-14680","Greg Matthias","Consumer","United States","New York City","New York","East"
"DB-13405","Denny Blanton","Consumer","United States","La Porte","Indiana","Central"
"JH-15820","John Huston","Consumer","United States","Chicago","Illinois","Central"
"DJ-13630","Doug Jacobs","Consumer","United States","Portland","Oregon","West"
"QJ-19255","Quincy Jones","Corporate","United States","Burlington","Vermont","East"
"CT-11995","Carol Triggs","Consumer","United States","Indianapolis","Indiana","Central"
"RH-19510","Rick Huthwaite","Home Office","United States","Provo","Utah","West"
"SJ-20125","Sanjit Jacobs","Home Office","United States","Chicago","Illinois","Central"
"TG-21310","Toby Gnade","Consumer","United States","Los Angeles","California","West"
"CT-11995","Carol Triggs","Consumer","United States","Philadelphia","Pennsylvania","East"
"BF-11005","Barry Franz","Home Office","United States","Pasadena","California","West"
"JM-16195","Justin MacKendrick","Consumer","United States","Los Angeles","California","West"
"JK-16120","Julie Kriz","Home Office","United States","San Diego","California","West"
"HG-14965","Henry Goldwyn","Corporate","United States","San Francisco","California","West"
"LA-16780","Laura Armstrong","Corporate","United States","Bangor","Maine","East"
"TS-21610","Troy Staebel","Consumer","United States","San Francisco","California","West"
"MZ-17335","Maria Zettner","Home Office","United States","San Diego","California","West"
"MW-18220","Mitch Webber","Consumer","United States","New York City","New York","East"
"MV-17485","Mark Van Huff","Consumer","United States","Arlington","Virginia","South"
"AA-10375","Allen Armold","Consumer","United States","Atlanta","Georgia","South"
"SM-20320","Sean Miller","Home Office","United States","Monroe","North Carolina","South"
"TP-21415","Tom Prescott","Consumer","United States","Seattle","Washington","West"
"DK-13225","Dean Katz","Corporate","United States","Rochester","New York","East"
"MK-17905","Michael Kennedy","Corporate","United States","Miami","Florida","South"
"CS-12130","Chad Sievert","Consumer","United States","Seattle","Washington","West"
"JL-15850","John Lucas","Consumer","United States","San Francisco","California","West"
"AR-10405","Allen Rosenblatt","Corporate","United States","Los Angeles","California","West"
"LM-17065","Liz MacKendrick","Consumer","United States","Southaven","Mississippi","South"
"JK-15625","Jim Karlsson","Consumer","United States","Seattle","Washington","West"
"FM-14215","Filia McAdams","Corporate","United States","Middletown","Connecticut","East"
"SF-20200","Sarah Foster","Consumer","United States","New Castle","Indiana","Central"
"PJ-18835","Patrick Jones","Corporate","United States","Murfreesboro","Tennessee","South"
"CS-12355","Christine Sundaresam","Consumer","United States","Salem","Virginia","South"
"BB-10990","Barry Blumstein","Corporate","United States","Toledo","Ohio","East"
"BW-11200","Ben Wallace","Consumer","United States","Los Angeles","California","West"
"RS-19420","Ricardo Sperren","Corporate","United States","Seattle","Washington","West"
"TS-21160","Theresa Swint","Corporate","United States","Columbus","Georgia","South"
"QJ-19255","Quincy Jones","Corporate","United States","New York City","New York","East"
"VD-21670","Valerie Dominguez","Consumer","United States","New York City","New York","East"
"JL-15505","Jeremy Lonsdale","Consumer","United States","Midland","Michigan","Central"
"DL-13495","Dionis Lloyd","Corporate","United States","Columbus","Georgia","South"
"MO-17800","Meg O'Connel","Home Office","United States","Roswell","Georgia","South"
"BP-11185","Ben Peterman","Corporate","United States","Chicago","Illinois","Central"
"MS-17980","Michael Stewart","Corporate","United States","Houston","Texas","Central"
"SV-20935","Susan Vittorini","Consumer","United States","New York City","New York","East"
"BC-11125","Becky Castell","Home Office","United States","Peoria","Arizona","West"
"EM-13825","Elizabeth Moffitt","Corporate","United States","Sioux Falls","South Dakota","Central"
"BD-11500","Bradley Drucker","Consumer","United States","Richmond","Virginia","South"
"HW-14935","Helen Wasserman","Corporate","United States","Seattle","Washington","West"
"KC-16255","Karen Carlisle","Corporate","United States","Henderson","Kentucky","South"
"BM-11575","Brendan Murry","Corporate","United States","New York City","New York","East"
"KN-16705","Kristina Nunn","Home Office","United States","Fort Collins","Colorado","West"
"JD-16150","Justin Deggeller","Corporate","United States","Philadelphia","Pennsylvania","East"
"LA-16780","Laura Armstrong","Corporate","United States","Los Angeles","California","West"
"RW-19690","Robert Waldorf","Consumer","United States","Lafayette","Indiana","Central"
"KW-16570","Kelly Williams","Consumer","United States","Clarksville","Tennessee","South"
"CC-12220","Chris Cortes","Consumer","United States","Fairfield","Connecticut","East"
"JK-15625","Jim Karlsson","Consumer","United States","Columbus","Ohio","East"
"DC-13285","Debra Catini","Consumer","United States","Warner Robins","Georgia","South"
"GM-14455","Gary Mitchum","Home Office","United States","Franklin","Massachusetts","East"
"CL-11890","Carl Ludwig","Consumer","United States","Chicago","Illinois","Central"
"PV-18985","Paul Van Hugh","Home Office","United States","Milwaukee","Wisconsin","Central"
"LT-17110","Liz Thompson","Consumer","United States","San Antonio","Texas","Central"
"AM-10360","Alice McCarthy","Corporate","United States","Los Angeles","California","West"
"SC-20260","Scott Cohen","Corporate","United States","San Francisco","California","West"
"RF-19840","Roy Französisch","Consumer","United States","Columbus","Ohio","East"
"AB-10060","Adam Bellavance","Home Office","United States","Waynesboro","Virginia","South"
"EH-13990","Erica Hackney","Consumer","United States","Sacramento","California","West"
"MN-17935","Michael Nguyen","Consumer","United States","Clinton","Maryland","East"
"KL-16555","Kelly Lampkin","Corporate","United States","Fairfield","Ohio","East"
"MP-17965","Michael Paige","Corporate","United States","Warwick","Rhode Island","East"
"BF-11020","Barry Französisch","Corporate","United States","Aurora","Illinois","Central"
"TP-21130","Theone Pippenger","Consumer","United States","Smyrna","Georgia","South"
"MS-17770","Maxwell Schwartz","Consumer","United States","Columbus","Ohio","East"
"KM-16375","Katherine Murray","Home Office","United States","Thousand Oaks","California","West"
"BE-11455","Brad Eason","Home Office","United States","Lorain","Ohio","East"
